cost,incumbents,operation_time
51.78071717742196,43.38279613222304,39.72061324119568
61.78071717742196,43.38279613222304,52.22568225860596
71.78071717742196,43.38279613222304,65.17879700660706
81.01273454302664,43.38279613222304,77.75930118560791
90.83004963388147,43.38279613222304,90.7930040359497
100.83004963388147,43.38279613222304,103.59218096733093
110.8088242835828,43.38279613222304,116.30001926422119
120.8088242835828,43.38279613222304,129.0085151195526
130.60835954703094,43.38279613222304,142.29721903800964
140.27594994093892,43.38279613222304,155.03937101364136
150.21571601808856,43.38279613222304,167.71668601036072
